Name,Birthname,Gender,Date of Birth,Place of Birth,Timezone,Data Source,Rodden Rating,Collector,Sun Position,Moon Position,Asc pos,Career 
"Ibrahimovic, Zlatan",,M,3 October 1981 at 20:30(= 8:30 PM ),"Malmö, Sweden,55n36,  13e0",MET,Conflicting/unverified,DD,De Jabrun,10°30,13°04,27°23, Sports 
"Ibsen, Henrik",Henrik Johan Ibsen,M,20 March 1828,"Skien, Norway,59n12,  9e36",LMT,Date w/o time,X,Rodden,,,, Entertain/Business 
"Ibsen, Tancred Jr.",,M,6 July 1921 at 02:30(= 02:30 AM ),"Oslo, Norway,59n55,  10e45",MET,BC/BR in hand,AA,Viktor,13°26,20°28,04°34, Politics 
"Icardi, Andrea",,M,14 June 1963 at 07:40(= 07:40 AM ),"Milano, Italy,45n28,  9e12",CET,Quoted BC/BR,AA,Bordoni,22°30,14°53,00°35, Sports 
Ice,,M,19 June 1983 at 23:24(= 11:24 PM ),"Newark, New Jersey,40n44,  74w10",EDT,From memory,A,Scholfield,28°16,27°29,18°36, Entertainment 
Ice-T,Tracy Lauren Marrow,M,16 February 1958 at 14:17(= 2:17 PM ),"Newark, New Jersey,40n44,  74w10",EST,BC/BR in hand,AA,Viktor,27°37,06°56,20°01, Entertainment 
Ice Cube,O'Shea Jackson,M,15 June 1969 at 15:00(= 3:00 PM ),"Los Angeles, California,34n03,  118w15",PDT,BC/BR in hand,AA,Viktor,24°36,05°01,21°38, Beauty 
Ice Spice,Isis Naija Gaston,F,1 January 2000 at 22:00(= 10:00 PM ),"New York, New York,40n43,  74w00",EST,Rectified from approx. time,C,Scholfield,11°00,20°49,15°47, Entertain/Music 
"Ichac, Marcel",,M,22 October 1906 at 23:55(= 11:55 PM ),"Rueil Malmaison, France,48n53,  2e11",PMT,Quoted BC/BR,AA,Taeger,28°40,08°05,15°54, Entertain/Business 
"Ichazo, Oscar",,M,24 July 1931 at 07:00(= 07:00 AM ),"Roboré, Bolivia,18s20,  59w45",LST,From memory,A,Astrodienst,00°36,29°34,16°47, Occult Fields 
"Ichbiah, Raymond",,M,6 July 1941 at 16:45(= 4:45 PM ),"Paris, France,48n52,  2e20",CEST,BC/BR in hand,AA,Geslain,14°07,13°46,11°50, Building Trades 
"Icher, Karine",Karine Justine Aimée Icher,F,26 January 1979 at 09:30(= 09:30 AM ),"Châteauroux, France,46n49,  1e42",MET,BC/BR in hand,AA,Geslain,05°47,08°43,29°24, Sports 
"Icke, David",David Vaughan Icke,M,29 April 1952 at 19:15(= 7:15 PM ),"Leicester, England,52n38,  1w05",BST,From memory,A,Clifford,09°21,13°11,27°55, Education 
"Ickx, Jacky","Ickx, Jacques",M,1 January 1945 at 20:15(= 8:15 PM ),"Ixelles, Belgium,50n50,  4e22",MET,Quoted BC/BR,AA,Lescaut,11°02,18°56,20°31, Sports 
"Ida, Bruce",,M,13 January 1945 at 19:25(= 7:25 PM ),"Minneapolis, Minnesota,44n59,  93w16",CWT,From memory,A,Steinbrecher,23°29,20°58,11°44,
"Ida, Princess of Saxe-Meiningen",Ida Caroline,F,25 June 1794 at 02:00(= 02:00 AM ),"Meiningen, Germany,50n34,  10e25",LMT,Bio/autobiography,B,Scholfield,03°35,03°28,02°53,
"Ideker, Trey",,M,24 June 1972 at 15:33(= 3:33 PM ),"Memphis, Tennessee,35n09,  90w03",CDT,News report,A,Scholfield,03°24,11°41,04°14, Education 
"Idem, Josefa",,F,23 September 1964 at 01:00(= 01:00 AM ),"Goch, Germany,51n41,  6e10",MET,From memory,A,Bordoni,29°59,16°11,02°32, Sports 
"Idemon, Richard",Richard Allen Ideman,M,8 February 1938 at 21:37(= 9:37 PM ),"Akron, Ohio,41n05,  81w31",EST,From memory,A,Rodden,19°42,03°49,04°57, Education 
"Identici, Anna",,F,30 July 1947 at 15:00(= 3:00 PM ),"Castelleone, Italy,45n18,  9e46",MEDT,Quoted BC/BR,AA,Bordoni,06°31,08°51,16°44, Entertainment 
"Idle, Eric",,M,29 March 1943 at 13:20(= 1:20 PM ),"South Shields, England,55n0,  1w25",GDT,From memory,A,Fisher,07°56,13°40,06°12, Entertainment 
"Idol, Billy",William Michael Albert Broad,M,30 November 1955 at 16:00(= 4:00 PM ),"Stanmore, England,51n37,  0w19",GMT,From memory,A,Treindl,07°40,21°19,10°48, Entertainment 
"Idrac, Anne-Marie",Anne-Marie André Colin,F,27 July 1951 at 07:30(= 07:30 AM ),"St.Brieuc, France,48n31,  2w47",MET,BC/BR in hand,AA,Geslain,03°26,20°10,22°47, Politics 
"Idso, Sherwood B.",Sherwood Burtrum Idso,M,12 June 1942 at 22:10(= 10:10 PM ),"Thief River Falls, Minnesota,48n07,  96w11",CWT,BC/BR in hand,AA,Viktor,21°29,13°22,02°59, Business 
"Iehlé, Pierre",Pierre Louis Charles Iehlé,M,27 August 1914 at 23:15(= 11:15 PM ),"Paris, France,48n52,  2e20",GMT,BC/BR in hand,AA,Geslain,03°49,00°45,26°27, Military 
"Iezzi, Chiara",Chiara Teresa Iezzi,F,27 February 1973 at 20:30(= 8:30 PM ),"Milan, Italy,45n28,  9e12",MET,Quoted BC/BR,AA,Bordoni,09°05,08°11,06°57, Entertainment 
"Iezzi, Paola",,F,30 March 1974 at 17:10(= 5:10 PM ),"Milan, Italy,45n28,  9e12",MET,Quoted BC/BR,AA,Bordoni,09°35,04°23,21°57, Art 
"Iffland, August Wilhelm",,M,19 April 1759 at 00:30(= 12:30 AM ),"Hannover, Germany,52n24,  9e44",LMT,Quoted BC/BR,AA,Müller,28°35,11°28,29°57, Entertainment 
"Ifield, Frank",Francis Edward Ifield,M,30 November 1937,"Coventry, England,52n25,  1w30",GMT,Date w/o time,X,Astrodienst,,,, Entertain/Music 
"Ifukube, Akira",,M,31 May 1914 at 18:30(= 6:30 PM ),"Kushiro (Hokkaido), Japan,42n58,  144e23",JST,Bio/autobiography,B,Scholfield,09°05,23°56,05°36, Entertain/Music 
"Iger, Robert",,M,10 February 1951,"New York, New York,40n43,  74w00",EST,Date w/o time,X,Taglilatelo,,,, Business 
"Igersheimer, Joseph",Josef Jonas Igersheimer,M,3 September 1879 at 12:30(= 12:30 PM ),"Frankfurt am Main, Germany,50n07,  8e40",LMT,BC/BR in hand,AA,Scholfield,10°35,11°55,26°59, Medical 
"Iggulden, Conn",Conn Francis H. N. Iggulden,M,24 February 1971 at 21:00(= 9:00 PM ),"London, England,51n30,  0w10",MET,Accuracy in question,C,Scholfield,05°34,27°25,02°44, Writers 
Iggy Pop,"James Newell Osterberg, Jr.",M,21 April 1947 at 11:34(= 11:34 AM ),"Muskegon, Michigan,43n14,  86w15",EST,From memory,A,Best,00°44,07°26,29°21, Entertain/Music 
"Iglesias, Dalmacio",,M,5 December 1879 at 16:00(= 4:00 PM ),"Cáceres, Spain,39n29,  6w22",LMT,Quoted BC/BR,AA,Castellanos,13°13,29°25,04°34, Politics 
"Iglesias, Enrique",Enrique Miguel Iglesias Preysler,M,8 May 1975 at 20:17(= 8:17 PM ),"Madrid, Spain,40n24,  3w41",MEDT,Accuracy in question,C,Rodden,17°32,18°18,06°48, Beauty 
"Iglesias, Fernanda",,F,26 October 1972 at 18:00(= 6:00 PM ),"Buenos Aires, Argentina,34s36,  58w27",-03,Rectified from approx. time,C,Scholfield,03°33,03°45,18°19, Entertainment 
"Iglesias, Julio",Julio José Iglesias de la Cueva,M,23 September 1943 at 11:30(= 11:30 AM ),"Madrid, Spain,40n24,  3w41",CEST,Quoted BC/BR,AA,Clifford,29°29,22°36,09°40, Beauty 
"Iglesias, Miguel",Miguel Angelo Alejandro Iglesias,M,7 September 1997 at 09:34(= 09:34 AM ),"Miami, Florida,25n46,  80w12",EDT,News report,A,Scholfield,14°58,15°52,17°57, Business 
"Iglesias Turrión, Pablo",,M,17 October 1978 at 07:10(= 07:10 AM ),"Madrid, Spain,40n24,  3w41",MET,BC/BR in hand,AA,Estadella,23°31,06°03,19°14, Humanities+Social Sciences 
"Iglesias, Rodrigo",Rodrigo Iglesias Rijnsburger,M,3 April 1999 at 04:43(= 04:43 AM ),"Miami Beach, Florida,25n47,  80w08",EST,News report,A,Rodden,13°12,10°27,12°06,
"Iglesias-Jordan, Ramona Trinidad",,F,31 August 1889 at 07:00(= 07:00 AM ),"Utuado, Puerto Rico,18n16,  66w42",LMT,Quoted BC/BR,AA,Scholfield,08°12,08°03,25°04,
"Iglesias Posse, Pablo",Paulino Iglesias Posse,M,17 October 1850 at 23:30(= 11:30 PM ),"Ferrol, Spain,43n29,  8w14",LMT,BC/BR in hand,AA,Castellanos,24°16,17°45,05°17, Politics 
"Ignatieff, Michael",,M,12 May 1947,"Toronto, Ontario (CAN),43n39,  79w23",EDT,Date w/o time,X,Hewitt,,,, Education 
"Ignatius, Paul",Paul Robert Ignatius,M,11 November 1920 at 13:05(= 1:05 PM ),"Los Angeles, California,34n03,  118w15",PST,BC/BR in hand,AA,Gauquelin,19°11,02°53,28°12, Business 
"Ignico, Robin",Robin Lynn Ignico,F,19 August 1970 at 10:22(= 10:22 AM ),"Clearwater, Florida,27n58,  82w48",EDT,News report,A,Scholfield,26°11,00°57,09°03, Entertainment 
"Igor Constantinovich, Prince of Russia",Igor Constantinovich Romanov,M,29 May 1894 Jul.Cal. (10 June 1894 greg.) at 06:30(= 06:30 AM ),"St.Petersburg, Russian Federation,59n55,  30e18",LST,News report,A,Best,19°15,14°38,02°02,
"Iguiñiz, Natalia",Natalie Iguiñiz Boggio,F,29 April 1973 at 09:50(= 09:50 AM ),"Lima, Peru,12s03,  77w03",EST,BC/BR in hand,AA,Scholfield,09°08,25°21,27°46, Art 
"Ihering, Herbert",,M,29 February 1888 at 16:00(= 4:00 PM ),"Springe, Germany,52n12,  9e32",LMT,Quoted BC/BR,AA,Müller,10°31,09°51,24°26, Entertain/Business 
"Ihimaera, Witi",Witi Tame Ihimaera-Smiler,M,7 February 1944 at 09:50(= 09:50 AM ),"Gisborne, New Zealand,38s40,  178e01",NZST,Bio/autobiography,B,Scholfield,17°00,21°47,09°15, Education 
"Ikor, Roger",,M,28 May 1912 at 21:00(= 9:00 PM ),"Paris, France,48n52,  2e20",GMT,BC/BR in hand,AA,Geslain,07°07,12°39,24°17, Education 
"Ilagan, Alan",Alan Bennett Ilagan,M,24 August 1975 at 15:19(= 3:19 PM ),"New York, New York,40n43,  74w00",EDT,From memory,A,Scholfield,01°00,03°35,17°56, Art 
"Ilan, Uri",,M,17 February 1935 at 22:37(= 10:37 PM ),"Pardes Hanna, Israel,32n28,  34e58",EET,Bio/autobiography,B,Starkman,28°16,21°40,04°51,
Ilanit,Hanna Dresner,F,17 September 1947 at 23:00(= 11:00 PM ),"Tel Aviv, Israel,32n04,  34e46",IST,From memory,A,Ben-Aharon,24°07,03°48,01°21, Entertain/Music 
"Ildefonso, Miguel",Miguel Dante Idelfonso Huanca,M,5 January 1970 at 12:40(= 12:40 PM ),"La Victoria, Peru,12s04,  77w02",-05,BC/BR in hand,AA,Scholfield,14°59,15°11,22°40, Writers 
"Ilegems, Bieke",,F,1 July 1971 at 11:30(= 11:30 AM ),"Turnhout, Belgium,51n19,  4e57",MET,News report,A,Van Sanden,08°57,16°23,23°50, Entertainment 
"Ilegems, Roger",Roger Maria Ilegems,M,13 December 1962 at 13:00(= 1:00 PM ),"Niel, Belgium,51n07,  4e20",CET,Quoted BC/BR,AA,Mandl,21°00,18°09,20°40, Sports 
"Ilgauskas, Zydrunas",,M,5 June 1975,"Kaunas, Lithuania,54n54,  23e54",BGT,Date w/o time,X,Conrad,,,, Sports 
"Ilic, Dragana",,F,14 August 1962 at 04:45(= 04:45 AM ),"Kikinda, Serbia,45n50,  20e28",MET,From memory,A,Astrodienst,20°53,27°59,21°38, Occult Fields 
"Ilic Alvarez, Neven",,M,4 April 1962 at 06:30(= 06:30 AM ),"Antofagasta, Chile,23s39,  70w24",AST,Bio/autobiography,B,Castellanos,14°11,08°44,08°34, Sports Business 
"Nature: Illapel earthquake, Chile (2015)",,,16 September 2015 at 19:54(= 7:54 PM ),"Illapel, Chile,31s38,  71w10",ADT,News report,A,de Jabrun,23°45,03°33,28°12,
"Illia, Arturo Umberto",Arturo Umberto Illia Francesconi,M,4 August 1900 at 16:00(= 4:00 PM ),"Pergamino (Buenos Aires), Argentina,33s53,  60w35",CMT,Bio/autobiography,B,Castellanos,11°57,24°55,28°52, Medical 
"Illica, Luigi",,M,9 May 1857 at 05:30(= 05:30 AM ),"Castell'Arquato, Italy,44n51,  9e52",LMT,BC/BR in hand,AA,Scholfield,18°29,19°41,03°50, Entertain/Music 
"Illsley, Eric Evelyn",,M,9 April 1955 at 00:00(= 12:00 midnight ),"Barnsley, England,53n34,  1w28",GMT,From memory,A,Gerard,18°22,07°46,12°40, Politics 
"Illuzzi, Vincent Jr.",,M,17 September 1953 at 17:56(= 5:56 PM ),"Montpelier, Vermont,44n16,  72w35",EDT,BC/BR in hand,AA,Scholfield,24°42,13°03,29°04, Law 
"Ilyenko, Yurly",,M,9 May 1936 at 06:00(= 06:00 AM ),"Cherkassy (Cherkasy), Ukraine,49n2641,  32e0327",MSK,Bio/autobiography,B,Chistyakova,18°18,16°28,01°53, Entertain/Business 
"Im, Luitgard",,F,12 January 1930 at 05:45(= 05:45 AM ),"Wemding, Germany,48n52,  10e43",MET,Quoted BC/BR,AA,Gauquelin,21°16,12°44,15°35, Entertainment 
"Imandt, John",,M,14 September 1921 at 00:30(= 12:30 AM ),"Solo, Indonesia,7s35,  110e50",LST,From memory,A,Rodden,20°22,11°03,00°21, Education 
"Imanishi-Kari, Thereza",Thereza Imanishi,F,11 October 1951 at 06:00(= 06:00 AM ),"Garça (São Paulo), Brazil,22s1238,  49w3922",-03,BC/BR in hand,AA,Scholfield,17°14,01°17,19°01, Education 
Imany,Nadia Mladjao,F,5 April 1979 at 18:30(= 6:30 PM ),"Martigues, France,43n24,  5e03",MEDT,Quoted BC/BR,AA,De Jabrun,15°18,29°17,26°51, Beauty 
"Imaz, Eugenio",,M,15 June 1900 at 00:30(= 12:30 AM ),"San Sebastián, Spain,43n19,  1w59",LMT,Quoted BC/BR,AA,Castellanos,23°26,17°12,00°38, Humanities+Social Sciences 
"Imbar, Jean-Gérard",Jean-Gérard Henri Imbar,M,10 August 1944 at 15:25(= 3:25 PM ),"Paris, France,48n52,  2e20",CEST,BC/BR in hand,AA,Geslain,17°46,10°35,22°30, Writers 
"Imbeaux, Édouard",Charles Édouard Augustin Imbeaux,M,1 December 1861 at 07:00(= 07:00 AM ),"Brémoncourt, France,48n2920,  6e2112",LMT,Quoted BC/BR,AA,Gauquelin,09°07,27°31,02°05, Engineer 
"Imbert, Claude",Claude Arsène Pierre Imbert,M,12 November 1929 at 22:30(= 10:30 PM ),"Quins, France,44n14,  2e2225",GMT,BC/BR in hand,AA,Geslain,20°04,28°16,15°25, Business 
"Imbert, Raphaël",Raphaël Jean-Philippe Thibaut Imbert,M,2 June 1974 at 17:40(= 5:40 PM ),"Thiais, France,48n46,  2e23",MET,BC/BR in hand,AA,Geslain,11°46,15°54,08°33, Entertain/Music 
"Imel, Jack",Lawrence Jack Imel,M,9 June 1932 at 18:30(= 6:30 PM ),"Portland, Indiana,40n26,  84w59",CST,BC/BR in hand,AA,Przybylowski,18°54,25°13,11°49, Entertain/Music 
"Imes, Brad",Bradley Imes Smith,M,16 March 1977 at 05:30(= 05:30 AM ),"Springfield, Missouri,37n13,  93w18",CST,News report,A,Scholfield,25°46,16°30,03°16, Law 
"Imfeld, Al",Alois Johann Imfeld,M,14 January 1935 at 11:06(= 11:06 AM ),"Lachen, Switzerland,47n12,  8e51",MET,Bio/autobiography,B,Scholfield,23°20,24°22,06°45, Religion 
"Imhoff, Joseph",Joseph Adam Andrew John Imhof,M,8 October 1871 at 22:00(= 10:00 PM ),"New York, New York,40n43,  74w0",LMT,Bio/autobiography,B,Scholfield,15°23,11°55,08°13, Art 
Imhotep,Pascal Jean Charles Perez,M,19 May 1960 at 16:30(= 4:30 PM ),"Algiers, Algeria,36n47,  3e03",MET,BC/BR in hand,AA,Geslain,28°38,21°08,18°46, Entertainment 
"Imich, Alexander",,M,4 February 1903 at 11:00(= 11:00 AM ),"Czestochowa, Poland,50n49,  19e06",LST,Quoted BC/BR,AA,PTA,14°25,01°39,23°15, Occult Fields 
"Imiela, Arwed",,M,7 October 1929 at 15:30(= 3:30 PM ),"Slawno, Poland,54n22,  16e40",MET,From memory,A,Liefeld,13°50,09°18,11°45, Occult Fields 
"Imlay, Fanny",Frances Imlay,F,14 May 1794 at 14:00(= 2:00 PM ),"Le Havre, France,49n30,  0e08",LMT,Bio/autobiography,B,Scholfield,23°53,18°45,24°35,
"Immaculata, Archduchess of Austria",,F,9 September 1892 at 03:00(= 03:00 AM ),"Lviv (Lviv), Ukraine,49n5018,  24e0124",MET,Rectified from approx. time,C,Scholfield,16°49,17°09,26°02,
"Immel, Jerrold",Jerrold Earle Immel,M,9 September 1936 at 05:28(= 05:28 AM ),"Los Angeles, California,34n03,  118w15",PST,BC/BR in hand,AA,Viktor,16°40,04°34,14°59, Entertain/Music 
"Immelman, Mark",,M,2 October 1970 at 01:55(= 01:55 AM ),"Somerset West, South Africa,34s08,  18e50",SAST,From memory,A,Scholfield,08°23,23°59,10°13, Entertainment 
"Immelman, Trevor",Trevor John Immelman,M,16 December 1979 at 08:37(= 08:37 AM ),"Cape Town, South Africa,33s55,  18e22",SAST,From memory,A,Scholfield,23°42,15°58,03°20, Sports 
"Immelmann, Max",Max Franz Immelmann,M,21 September 1890 at 06:30(= 06:30 AM ),"Dresden, Germany,51n03,  13e44",LMT,BC/BR in hand,AA,Scholfield,28°10,19°28,05°21, Military 
"Immelt, Jeffrey",Jeffrey Robert Immelt,M,19 February 1956,"Cincinnati, Ohio,39n10,  84w27",EST,Date w/o time,X,Rodden,,,, Business 
"Immendorff, Jörg",,M,14 June 1945 at 09:45(= 09:45 AM ),"Bleckede, Germany,53n17,  10e44",MEDT,Quoted BC/BR,AA,Gregor,22°53,15°32,18°21, Art 
"Immermann, Karl",Karl Lebrecht Immermann,M,24 April 1796 at 20:00(= 8:00 PM ),"Magdeburg, Germany,52n07,  11e38",LMT,Bio/autobiography,B,Scholfield,05°16,04°47,14°11, Entertain/Business 
"Impanis, Raymond",,M,19 October 1925 at 02:30(= 02:30 AM ),"Bütgenbach, Belgium,50n26,  6e12",WET,Quoted BC/BR,AA,Gauquelin,25°11,11°56,16°15, Sports 
"Impastato, Peppino","Impastato, Giuseppe",M,5 January 1948 at 09:10(= 09:10 AM ),"Cinisi, Italy,38n09,  13e06",MET,Quoted BC/BR,AA,Bordoni,13°54,06°38,13°12, Entertainment 
"Impellitteri, Vincent R.",Vincent Richard Impellitteri,M,4 January 1900 at 07:15(= 07:15 AM ),"Isnello, Italy,37n57,  14e05",MET,Quoted BC/BR,AA,Scholfield,13°29,20°13,10°57, Politics 
"Impens, Christophe","Impens, Christophe Adrienne Leo",M,9 December 1969 at 21:20(= 9:20 PM ),"Gent, Belgium,51n03,  3e43",MET,Quoted BC/BR,AA,Mandl,17°36,23°46,15°39, Sports 
"Imperio, Pastora",,F,13 April 1885 at 15:00(= 3:00 PM ),"Sevilla, Spain,37n23,  5w59",LMT,Quoted BC/BR,AA,Castellanos,23°51,03°25,11°12, Entertain/Music 
"Imposimato, Ferdinando",,M,9 April 1936 at 16:00(= 4:00 PM ),"Maddaloni, Italy,41n02,  14e22",MET,Quoted BC/BR,AA,Bordoni,19°35,18°54,19°45, Education 
"Imset, Geir",,M,3 November 1947 at 04:30(= 04:30 AM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,09°52,05°55,09°13, Writers 
"Imus, Don","John Donald Imus, Jr.",M,23 July 1940 at 13:33(= 1:33 PM ),"Riverside, California,33n57,  117w24",PST,BC/BR in hand,AA,Taglilatelo,00°50,21°52,17°48, Entertainment 
"Ina, Kyoko",,F,11 October 1972,"Tokyo, Japan,35n42,  139e46",JST,Date w/o time,X,Conrad,,,, Sports 
"Inardi, Massimo",,M,15 July 1927 at 21:00(= 9:00 PM ),"Rome, Italy,41n54,  12e29",MET,Quoted BC/BR,AA,Bordoni,22°19,05°29,18°32, Entertainment 
Inas X,,F,18 January 1994 at 02:00(= 02:00 AM ),"Brooklyn (Kings County), New York,40n38,  73w56",EST,Rectified from approx. time,C,Astrodienst,27°58,11°06,16°07, Entertain/Music 
"Inaudi, Francesca",,F,8 December 1977 at 12:10(= 12:10 PM ),"Siena, Italy,43n19,  11e21",MET,From memory,A,Bordoni,16°15,14°18,04°45, Entertainment 
Inauguration:Hofoper am Ring,,,25 May 1869 at 19:00(= 7:00 PM ),"Vienna, Austria,48n13,  16e2223",LMT,"Timed documented source, news",A,Keller,04°30,05°52,27°13, Art 
Inauguration:Tower Bridge,,,30 June 1894 at 12:00(= 12:00 noon ),"London, England,51n30,  0w10",GMT,News report,A,Keller,08°37,00°06,05°54, Engineer 
Inauguration: Paris Philharmonie,,,14 January 2015 at 21:00(= 9:00 PM ),"Paris Arrondissement 19, France,48n5258,  2e2255",MET,News report,A,De Jabrun,24°19,10°33,05°34,
Inbaal,Inbal van der Horen,F,15 March 1974 at 19:30(= 7:30 PM ),"Haifa, Israel,32n49,  34e59",EET,Accuracy in question,C,Scholfield,24°45,23°57,17°21, Occult Fields 
"Inbar, Ralph",,M,24 December 1938 at 15:10(= 3:10 PM ),"Den Haag, Netherlands,52n05,  4e19",LST,Quoted BC/BR,AA,Schepel,02°09,03°23,23°24, Entertainment 
"Ince, James",James Ince Jr.,M,24 November 1970 at 00:51(= 12:51 AM ),"Springfield, Missouri,37n13,  93w18",CST,News report,A,Scholfield,01°35,07°37,15°29, Business 
"Inchauspé, Jean-Paul",,M,28 April 1963 at 02:00(= 02:00 AM ),"St.Jean Pied de Port, France,43n10,  1w14",MET,BC/BR in hand,AA,Geslain,07°02,05°00,26°01, Business 
"Inchauspé, Michel",Léon Michel Inchauspé,M,5 November 1925 at 19:00(= 7:00 PM ),"St.Jean Pied de Port, France,43n10,  1w14",GMT,BC/BR in hand,AA,Geslain,12°51,12°03,22°40, Business 
"Inchbald, Peter",,M,29 January 1919 at 18:40(= 6:40 PM ),"London, England,51n30,  0w10",GMT,Quoted BC/BR,AA,Scholfield,08°50,11°41,00°21, Art 
"Incontrada, Vanessa",,F,24 November 1978 at 12:00(= 12:00 noon ),"Barcelona, Spain,41n23,  2e11",MET,From memory,A,Bordoni,01°48,19°07,29°01, Beauty 
"Incontrera, Annabella",,F,11 June 1943 at 03:20(= 03:20 AM ),"Saronno, Italy,45n38,  9e02",MEDT,Quoted BC/BR,AA,Bordoni,19°16,18°41,02°48, Entertainment 
"Incrocci, Agenore",,M,4 July 1919 at 05:05(= 05:05 AM ),"Brescia, Italy,45n33,  10e13",MEDT,Quoted BC/BR,AA,Steinbrecher,11°06,29°45,03°25, Writers 
"India, Princess of Afghanistan",,F,7 June 1929 at 23:59(= 11:59 PM ),"Mumbai, India,18n58,  72e50",IST,News report,A,Scholfield,16°29,19°11,29°35,
"Indiana, Robert",Robert Leroy Moore,M,13 September 1928 at 18:00(= 6:00 PM ),"New Castle, Indiana,39n56,  85w22",CST,Accuracy in question,C,Scholfield,20°55,20°15,25°29, Art 
Indila (singer),Adila Sedraia,F,26 June 1984 at 19:10(= 7:10 PM ),"Paris Arrondissement 19, France,48n5258,  2e2255",MEDT,Quoted BC/BR,AA,de Jabrun,05°15,04°55,01°39, Entertain/Music 
"Indovina, Lorenza",,F,5 October 1966 at 12:15(= 12:15 PM ),"Rome, Italy,41n54,  12e29",MET,Quoted BC/BR,AA,Bordoni,11°46,16°33,22°52, Entertainment 
Indra (singer),Indra Kuldasaar,F,20 July 1967 at 16:45(= 4:45 PM ),"Göteborg, Sweden,57n43,  11e58",MET,Rectified from approx. time,C,De Jabrun,27°14,15°17,01°44, Entertain/Music 
"Indreberg, Hilde",,F,22 October 1957 at 10:57(= 10:57 AM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,28°44,17°57,02°11, Law 
"Indurain, Miguel",Miguel Indurain Larraya,M,16 July 1964 at 08:00(= 08:00 AM ),"Villava, Spain,42n50,  1w36",MET,Quoted BC/BR,AA,Bessiere,23°46,21°28,19°29, Sports 
Ines Helene,,F,4 February 1992 at 07:00(= 07:00 AM ),"Sarajevo, Bosnia Herzegowina,43n52,  18e25",CET,Rectified from approx. time,C,Astrodienst,14°40,19°39,12°28, Beauty 
"Eulalia, Infanta of Spain",María Eulalia Francisca de Asís Margarita Roberta,F,12 February 1864 at 03:45(= 03:45 AM ),"Madrid, Spain,40n24,  3w41",LMT,Quoted BC/BR,AA,Castellanos,22°45,23°28,26°26, Writers 
"Infanta Margarita, Duchess of Soria",Margarita María de la Victoria ...,F,6 March 1939 at 03:25(= 03:25 AM ),"Rome, Italy,41n54,  12e29",MET,News report,A,Scholfield,14°37,19°31,08°20,
"Infante, Blas",,M,5 July 1885 at 11:00(= 11:00 AM ),"Málaga, Spain,36n43,  4w25",LMT,Quoted BC/BR,AA,Castellanos,13°31,12°57,28°52, Humanities+Social Sciences 
"Infante, Lindy",,M,27 May 1940 at 01:33(= 01:33 AM ),"Miami, Florida,25n46,  80w12",EST,Quoted BC/BR,AA,Rodden,05°49,16°16,19°59, Sports 
"Infante, Pedro",Pedro Infante Cruz,M,18 November 1917 at 02:30(= 02:30 AM ),"Mazatlán, Mexico,23n13,  106w25",LMT,BC/BR in hand,AA,Castellanos,25°29,09°58,04°00, Entertainment 
"Carlos of Spain, Count of Molina",Carlos María Isidro Benito de Borbón y Borbón-Parm,M,29 March 1788 at 03:45(= 03:45 AM ),"Madrid, Spain,40n24,  3w41",LMT,Timed official source,AA,Castellanos,09°08,03°28,17°09,
"Infante Manuel, Count of Ourém",,M,3 August 1697 (greg.) at 08:00(= 08:00 AM ),"Lisbon, Portugal,38n43,  9w08",LMT,Bio/autobiography,B,Scholfield,11°32,20°21,15°58, Military 
"Infante Rubira, Carlos",,M,16 September 1921 at 15:00(= 3:00 PM ),"Guayaquil, Ecuador,2s10,  79w50",LST,Bio/autobiography,B,Castellanos,23°24,18°16,07°13, Entertain/Music 
